target,attempt,generation,best_objective_so_far,scipy_convergence
0.55,1,72,0.07786548609550231,3.976392618428635e-05
0.55,1,73,0.07786548609550231,3.9772277901544826e-05
0.55,1,74,0.07786494424385905,3.9193721860118476e-05
0.55,1,75,0.07786494424385905,3.897048582804501e-05
0.55,1,76,0.07786427722652771,4.0184063640453354e-05
0.55,1,77,0.07786427722652771,4.3377668416947715e-05
0.55,1,78,0.07786427722652771,4.481827479761932e-05
0.55,1,79,0.07786427722652771,4.4846157462423014e-05
0.55,1,80,0.07786427722652771,4.6519381564608055e-05
0.55,1,81,0.07786427722652771,4.748134886059845e-05
0.55,1,82,0.07786427722652771,4.7176663964004e-05
0.55,1,83,0.07785108377771294,4.7959160413668134e-05
0.55,1,84,0.07785108377771294,4.8065338130376754e-05
0.55,1,85,0.07785108377771294,4.8080765825180974e-05
0.55,1,86,0.07785108377771294,4.864403660365487e-05
0.55,1,87,0.07785108377771294,4.8861287632590426e-05
0.55,1,88,0.07784488313080534,4.9783353255342866e-05
0.55,1,89,0.07784488313080534,5.674041500688014e-05
0.55,1,90,0.07784488313080534,8.60620516161657e-05
0.55,1,91,0.07784488313080534,8.852158082759906e-05
0.55,1,92,0.07784488313080534,8.96965964761089e-05
0.55,1,93,0.07784488313080534,9.231549610057647e-05
0.55,1,94,0.07784488313080534,9.266675635750493e-05
0.55,1,95,0.07784488313080534,9.720197577810283e-05
0.55,1,96,0.07784488313080534,0.00010145437903524623
0.55,1,97,0.0778374047976026,0.0001014208723040181
0.55,1,98,0.0778374047976026,0.00010428009542304765
0.55,1,99,0.0778374047976026,0.00011623282152248716
0.55,1,100,0.0778374047976026,0.00011899176972484968
0.55,1,101,0.0778374047976026,0.00012021556265287835
0.55,1,102,0.0778374047976026,0.00012281749493041067
0.55,1,103,0.0778374047976026,0.0001275383818046404
0.55,1,104,0.0778374047976026,0.0001276349953568035
0.55,1,105,0.07783214457239682,0.00013659440840597131
0.55,1,106,0.07783214457239682,0.00013653193086739156
0.55,1,107,0.07783214457239682,0.0001482698316551788
0.55,1,108,0.07783214457239682,0.00014753364702764474
0.55,1,109,0.07783214457239682,0.00014683661137297052
0.55,1,110,0.07783098288120507,0.00014587925496640033
0.55,1,111,0.07783053435100379,0.0001448835070697661
0.55,1,112,0.07783053435100379,0.00016123273141993908
0.55,1,113,0.07782765104705039,0.00016190511509324342
0.55,1,114,0.07782765104705039,0.0001645689842269502
0.55,1,115,0.07782765104705039,0.00016420505089127302
0.55,1,116,0.07782765104705039,0.00016415873075694936
0.55,1,117,0.07782765104705039,0.0004907575858746372
0.55,1,118,0.07782765104705039,0.0005288141669595926
0.55,1,119,0.07782738353069787,0.0005367469280053268
0.55,1,120,0.07782738353069787,0.0007510673649175469
0.55,1,121,0.07782615721407521,
0.55,2,1,0.08299039667449867,3.046013459161841e-08
0.55,2,2,0.08299039667449867,4.7907879470017245e-08
0.55,2,3,0.08299039667449867,2.995235080442816e-08
0.55,2,4,0.08299039667449867,3.236748429491947e-08
0.55,2,5,0.08299039667449867,3.712495874240572e-08
0.55,2,6,0.08217834532146287,5.6087115648791204e-08
0.55,2,7,0.08024811504696826,6.708780986276627e-08
0.55,2,8,0.08024811504696826,5.981483459592216e-08
0.55,2,9,0.07949593245122097,5.983323053754572e-08
0.55,2,10,0.0791567182824138,7.518100413933634e-08
0.55,2,11,0.0791567182824138,7.492138725413504e-08
0.55,2,12,0.07865930669433291,7.25400338856794e-08
0.55,2,13,0.07865930669433291,6.847844513127204e-08
0.55,2,14,0.07865930669433291,6.486748596256755e-08
0.55,2,15,0.07865930669433291,6.287313073540781e-08
0.55,2,16,0.07865930669433291,1.642415680131263e-07
0.55,2,17,0.07865930669433291,2.1956656027008047e-07
0.55,2,18,0.07865930669433291,6.29036912562192e-07
0.55,2,19,0.07865930669433291,6.822087909412189e-07
0.55,2,20,0.07847754761772614,8.033334840940591e-07
0.55,2,21,0.07840527779069742,7.97218398750128e-07
0.55,2,22,0.07840527779069742,8.311584595320823e-07
0.55,2,23,0.07840527779069742,8.310994745692671e-07
0.55,2,24,0.07840527779069742,1.384927455600272e-06
0.55,2,25,0.07840527779069742,1.45839490652021e-06
0.55,2,26,0.07814781487256683,1.504409566703337e-06
0.55,2,27,0.07814781487256683,1.5874245965053554e-06
0.55,2,28,0.07814781487256683,1.735390527359802e-06
0.55,2,29,0.07813555037868594,2.2519746214891644e-06
0.55,2,30,0.07813555037868594,2.295931552457838e-06
0.55,2,31,0.07813555037868594,2.6385525929697943e-06
0.55,2,32,0.07813555037868594,2.6728036675384422e-06
0.55,2,33,0.07813555037868594,3.175724010336671e-06
0.55,2,34,0.07808594902712193,3.1797635556236624e-06
0.55,2,35,0.07808594902712193,4.195898101657333e-06
0.55,2,36,0.07808594902712193,4.475385179651925e-06
0.55,2,37,0.07808594902712193,4.50565685551807e-06
0.55,2,38,0.07808594902712193,4.491876685156351e-06
0.55,2,39,0.07808594902712193,4.90663333114397e-06
