time,dxb,dxr,xb,xr,y,u,tracking_error_m,tracking_error_mm
4.12,-6.6901335378233284e-06,1.0235646842993162e-05,-0.0001693211008779007,0.5929482724989492,0.5927789513980714,0.5929452817110529,-4.860192859279522e-08,-4.860192859279522e-05
4.14,0.00012511218295419013,-0.00012019608637192647,-0.0001681073090854298,0.592947059174092,0.5927789518650065,0.5929368536675892,-4.8134993435589024e-08,-4.8134993435589024e-05
4.16,0.0002484627721885957,-0.00024232030397763893,-0.0001643342406302574,0.5929432872994924,0.5927789530588622,0.5929263820159217,-4.6941137754608064e-08,-4.6941137754608064e-05
4.18,0.00036185676200284345,-0.000354644126364434,-0.00015818694244488975,0.5929371418676201,0.5927789549251753,0.5929141307283663,-4.507482465054835e-08,-4.507482465054835e-05
4.2,0.0004640186494462295,-0.00045590101779069414,-0.00014987832336635365,0.5929288357250588,0.5927789574016925,0.592900378481439,-4.2598307437025085e-08,-4.2598307437025085e-05
4.22,0.0005539108575771667,-0.0005450593526927783,-0.00013964446239478605,0.5929186048821193,0.5927789604197246,0.5928854135885602,-3.958027539052722e-08,-3.958027539052722e-05
4.24,0.0006307381631693865,-0.0006213268994850196,-0.0001277397874206252,0.5929067036929551,0.5927789639055344,0.5928695290326239,-3.609446552754747e-08,-3.609446552754747e-05
4.26,0.0006939481300290984,-0.000684151353264717,-0.00011443220592760768,0.5928933999876619,0.5927789677817342,0.5928530176708673,-3.221826572197273e-08,-3.221826572197273e-05
4.28,0.0007432277382539709,-0.000733217104161632,-9.999826590586635e-05,0.592878970234578,0.5927789719686721,0.5928361676782836,-2.80313278144817e-08,-2.80313278144817e-05
4.3,0.0007784964496003743,-0.000768438477263711,-8.471842087907737e-05,0.5928636948066631,0.592778976385784,0.5928192582887577,-2.3614215916012427e-08,-2.3614215916012427e-05
4.32,0.0007998959928596783,-0.0007899497237224828,-6.887246768133137e-05,0.5928478534205759,0.5927789809528946,0.592802555885643,-1.9047105337399728e-08,-1.9047105337399728e-05
4.34,0.0008077771901742192,-0.0007980920790382484,-5.27352195418794e-05,0.5928317208109887,0.5927789855914468,0.5927863104854125,-1.4408553128397728e-08,-1.4408553128397728e-05
4.36,0.0008026841755424119,-0.0007933982349603852,-3.657247028349391e-05,0.5928155626959295,0.592778990225646,0.5927707526497853,-9.77435399285298e-09,-9.77435399285298e-06
4.38,0.0007853363800556235,-0.0007765745945604863,-2.0637298151295752e-05,0.5927996320816564,0.5927789947835052,0.5927560908533056,-5.21649479168218e-09,-5.21649479168218e-06
